"","field","type","filename","p_f","p_g","p_l"
"46",DN3,Blue,res/DN3_Blue_8.00_5.00_3.00.pdf,0.97,1,1
"47",DN3,Blue,res/DN3_Blue_9.00_5.00_3.00.pdf,0.84,1,1
"48",DN3,Blue,res/DN3_Blue_10.00_5.00_3.00.pdf,0.6,1,1
"49",DN3,Blue,res/DN3_Blue_5.00_7.00_3.00.pdf,1,1,1
"50",DN3,Blue,res/DN3_Blue_6.00_7.00_3.00.pdf,0.99,1,1
"51",DN3,Blue,res/DN3_Blue_7.00_7.00_3.00.pdf,0.9,1,1
"52",DN3,Blue,res/DN3_Blue_8.00_7.00_3.00.pdf,0.7,1,1
"53",DN3,Blue,res/DN3_Blue_9.00_7.00_3.00.pdf,0.43,1,1
"54",DN3,Blue,res/DN3_Blue_10.00_7.00_3.00.pdf,NA,NA,NA
"55",DN3,Blue,res/DN3_Blue_5.00_9.00_3.00.pdf,1,1,1
"56",DN3,Blue,res/DN3_Blue_6.00_9.00_3.00.pdf,0.99,1,1
"57",DN3,Blue,res/DN3_Blue_7.00_9.00_3.00.pdf,0.85,1,1
"58",DN3,Blue,res/DN3_Blue_8.00_9.00_3.00.pdf,0.55,1,1
"59",DN3,Blue,res/DN3_Blue_9.00_9.00_3.00.pdf,NA,NA,NA
"60",DN3,Blue,res/DN3_Blue_10.00_9.00_3.00.pdf,NA,NA,NA
"61",DN3,Blue,res/DN3_Blue_5.00_1.00_5.00.pdf,1,1,1
"62",DN3,Blue,res/DN3_Blue_6.00_1.00_5.00.pdf,1,1,1
"63",DN3,Blue,res/DN3_Blue_7.00_1.00_5.00.pdf,1,1,1
"64",DN3,Blue,res/DN3_Blue_8.00_1.00_5.00.pdf,1,1,1
"65",DN3,Blue,res/DN3_Blue_9.00_1.00_5.00.pdf,1,1,1
"66",DN3,Blue,res/DN3_Blue_10.00_1.00_5.00.pdf,0.99,1,1
"67",DN3,Blue,res/DN3_Blue_5.00_3.00_5.00.pdf,1,1,1
"68",DN3,Blue,res/DN3_Blue_6.00_3.00_5.00.pdf,1,1,1
"69",DN3,Blue,res/DN3_Blue_7.00_3.00_5.00.pdf,1,1,1
"70",DN3,Blue,res/DN3_Blue_8.00_3.00_5.00.pdf,1,1,1
"71",DN3,Blue,res/DN3_Blue_9.00_3.00_5.00.pdf,0.96,1,1
"72",DN3,Blue,res/DN3_Blue_10.00_3.00_5.00.pdf,0.87,1,1
"73",DN3,Blue,res/DN3_Blue_5.00_5.00_5.00.pdf,1,1,1
"74",DN3,Blue,res/DN3_Blue_6.00_5.00_5.00.pdf,1,1,1
"75",DN3,Blue,res/DN3_Blue_7.00_5.00_5.00.pdf,1,1,1
"76",DN3,Blue,res/DN3_Blue_8.00_5.00_5.00.pdf,0.92,1,1
"77",DN3,Blue,res/DN3_Blue_9.00_5.00_5.00.pdf,0.73,1,1
"78",DN3,Blue,res/DN3_Blue_10.00_5.00_5.00.pdf,NA,NA,NA
"79",DN3,Blue,res/DN3_Blue_5.00_7.00_5.00.pdf,1,1,1
"80",DN3,Blue,res/DN3_Blue_6.00_7.00_5.00.pdf,0.96,1,1
"81",DN3,Blue,res/DN3_Blue_7.00_7.00_5.00.pdf,0.76,1,1
"82",DN3,Blue,res/DN3_Blue_8.00_7.00_5.00.pdf,0.68,1,1
"83",DN3,Blue,res/DN3_Blue_9.00_7.00_5.00.pdf,NA,NA,NA
"84",DN3,Blue,res/DN3_Blue_10.00_7.00_5.00.pdf,NA,NA,NA
"85",DN3,Blue,res/DN3_Blue_5.00_9.00_5.00.pdf,0.85,1,1
"86",DN3,Blue,res/DN3_Blue_6.00_9.00_5.00.pdf,0.65,0.99,1
"87",DN3,Blue,res/DN3_Blue_7.00_9.00_5.00.pdf,NA,NA,NA
"88",DN3,Blue,res/DN3_Blue_8.00_9.00_5.00.pdf,NA,NA,NA
"89",DN3,Blue,res/DN3_Blue_9.00_9.00_5.00.pdf,NA,NA,NA
"90",DN3,Blue,res/DN3_Blue_10.00_9.00_5.00.pdf,NA,NA,NA
