"","field","type","filename","p_f","p_g","p_l"
"34",DN5,Red,res/DN5_Red_8.00_1.00_3.00.pdf,1,1,1
"35",DN5,Red,res/DN5_Red_9.00_1.00_3.00.pdf,1,1,1
"36",DN5,Red,res/DN5_Red_10.00_1.00_3.00.pdf,1,1,1
"37",DN5,Red,res/DN5_Red_5.00_3.00_3.00.pdf,1,1,1
"38",DN5,Red,res/DN5_Red_6.00_3.00_3.00.pdf,1,1,1
"39",DN5,Red,res/DN5_Red_7.00_3.00_3.00.pdf,1,1,1
"40",DN5,Red,res/DN5_Red_8.00_3.00_3.00.pdf,1,1,1
"41",DN5,Red,res/DN5_Red_9.00_3.00_3.00.pdf,1,1,1
"42",DN5,Red,res/DN5_Red_10.00_3.00_3.00.pdf,NA,NA,NA
"43",DN5,Red,res/DN5_Red_5.00_5.00_3.00.pdf,1,1,1
"44",DN5,Red,res/DN5_Red_6.00_5.00_3.00.pdf,1,1,1
"45",DN5,Red,res/DN5_Red_7.00_5.00_3.00.pdf,1,1,1
"46",DN5,Red,res/DN5_Red_8.00_5.00_3.00.pdf,1,1,1
"47",DN5,Red,res/DN5_Red_9.00_5.00_3.00.pdf,NA,NA,NA
"48",DN5,Red,res/DN5_Red_10.00_5.00_3.00.pdf,NA,NA,NA
"49",DN5,Red,res/DN5_Red_5.00_7.00_3.00.pdf,1,1,1
"50",DN5,Red,res/DN5_Red_6.00_7.00_3.00.pdf,1,0.86,1
"51",DN5,Red,res/DN5_Red_7.00_7.00_3.00.pdf,1,1,1
"52",DN5,Red,res/DN5_Red_8.00_7.00_3.00.pdf,NA,NA,NA
"53",DN5,Red,res/DN5_Red_9.00_7.00_3.00.pdf,NA,NA,NA
"54",DN5,Red,res/DN5_Red_10.00_7.00_3.00.pdf,NA,NA,NA
"55",DN5,Red,res/DN5_Red_5.00_9.00_3.00.pdf,1,1,1
"56",DN5,Red,res/DN5_Red_6.00_9.00_3.00.pdf,1,0.67,1
"57",DN5,Red,res/DN5_Red_7.00_9.00_3.00.pdf,NA,NA,NA
"58",DN5,Red,res/DN5_Red_8.00_9.00_3.00.pdf,NA,NA,NA
"59",DN5,Red,res/DN5_Red_9.00_9.00_3.00.pdf,NA,NA,NA
"60",DN5,Red,res/DN5_Red_10.00_9.00_3.00.pdf,NA,NA,NA
"61",DN5,Red,res/DN5_Red_5.00_1.00_5.00.pdf,1,1,1
"62",DN5,Red,res/DN5_Red_6.00_1.00_5.00.pdf,1,1,1
"63",DN5,Red,res/DN5_Red_7.00_1.00_5.00.pdf,1,1,1
"64",DN5,Red,res/DN5_Red_8.00_1.00_5.00.pdf,1,1,1
"65",DN5,Red,res/DN5_Red_9.00_1.00_5.00.pdf,1,1,1
"66",DN5,Red,res/DN5_Red_10.00_1.00_5.00.pdf,1,1,1
"67",DN5,Red,res/DN5_Red_5.00_3.00_5.00.pdf,1,1,1
"68",DN5,Red,res/DN5_Red_6.00_3.00_5.00.pdf,1,1,1
"69",DN5,Red,res/DN5_Red_7.00_3.00_5.00.pdf,1,1,1
"70",DN5,Red,res/DN5_Red_8.00_3.00_5.00.pdf,1,1,1
"71",DN5,Red,res/DN5_Red_9.00_3.00_5.00.pdf,1,1,1
"72",DN5,Red,res/DN5_Red_10.00_3.00_5.00.pdf,NA,NA,NA
"73",DN5,Red,res/DN5_Red_5.00_5.00_5.00.pdf,1,1,1
"74",DN5,Red,res/DN5_Red_6.00_5.00_5.00.pdf,1,1,1
"75",DN5,Red,res/DN5_Red_7.00_5.00_5.00.pdf,1,1,1
"76",DN5,Red,res/DN5_Red_8.00_5.00_5.00.pdf,NA,NA,NA
"77",DN5,Red,res/DN5_Red_9.00_5.00_5.00.pdf,NA,NA,NA
"78",DN5,Red,res/DN5_Red_10.00_5.00_5.00.pdf,NA,NA,NA
"79",DN5,Red,res/DN5_Red_5.00_7.00_5.00.pdf,0.99,1,1
"80",DN5,Red,res/DN5_Red_6.00_7.00_5.00.pdf,1,1,1
"81",DN5,Red,res/DN5_Red_7.00_7.00_5.00.pdf,NA,NA,NA
"82",DN5,Red,res/DN5_Red_8.00_7.00_5.00.pdf,NA,NA,NA
"83",DN5,Red,res/DN5_Red_9.00_7.00_5.00.pdf,NA,NA,NA
"84",DN5,Red,res/DN5_Red_10.00_7.00_5.00.pdf,NA,NA,NA
"85",DN5,Red,res/DN5_Red_5.00_9.00_5.00.pdf,1,1,1
"86",DN5,Red,res/DN5_Red_6.00_9.00_5.00.pdf,NA,NA,NA
"87",DN5,Red,res/DN5_Red_7.00_9.00_5.00.pdf,NA,NA,NA
"88",DN5,Red,res/DN5_Red_8.00_9.00_5.00.pdf,NA,NA,NA
"89",DN5,Red,res/DN5_Red_9.00_9.00_5.00.pdf,NA,NA,NA
"90",DN5,Red,res/DN5_Red_10.00_9.00_5.00.pdf,NA,NA,NA
